case_id,total_time
2353,79727060.23
2354,28730312.76
2355,17780794.76
2356,8792783.682
2357,7275
2358,76367.97778
2359,131680.4667
2360,42935.59459
2361,105680.5455
2362,8542483.049
2363,149243.8372
2364,114424.8974
2365,5196970.614
2367,54722689.41
2368,563285392.6
2369,1234620.163
2370,20379851.63
2371,43748.91111
2372,2772613.047
2373,24614265.93
2374,3369388.071
2375,192599091.1
2376,331958953
2377,1518449.279
2378,18932299.21
2379,2134087.175
2381,74916010.33
2382,37243011.49
2383,36937128.21
2384,53503.63158
2385,55064899.74
2386,170084.3333
2387,58773622.69
2388,16563.62222
2389,35634.22727
2390,139729620.4
2391,4869.236842
2392,7458.755556
2393,212322.9211
2394,31353307.89
2395,2070141.844
2396,8178790.244
2397,127218506
2398,45183004.85
2399,105874339.4
2400,54081145.97
2401,47236331.59
2402,8132.875
2403,1061960.738
2404,48948271
2405,68821996.33
2406,138804452.5
2407,6570224.256
2408,5998478.19
2409,4169854.302
2410,64893888.35
2411,6621939.93
2412,65827462.09
2413,56936991.45
2414,649649.8333
2415,49599544.93
2416,69378554.59
2417,10586889.41
2418,71755.21818
2419,14196.90698
2420,1283157.674
2421,319370.4651
2422,67506455.3
2423,579131.0444
2424,27128.68889
2425,61020.26667
2426,8871.622222
2427,4042590.317
2428,77162.7619
2429,5736.02439
2430,47219.38095
2431,6699002.545
2432,96597788.95
2433,76113141.39
2434,124765.5946
2435,2706.225
2436,49206871.15
2437,22369172.59
2438,11491543
2439,25700146.74
2440,6471654.597
2441,5531757.091
2442,16665269
2443,6703765.545
2444,77709699.61
2445,73186554.66
2446,118304.4211
2447,37456.38095
2448,173106.6818
2449,237353.3736
2450,10159914.41
2451,2200736
2452,90772.10909
2453,37196.42222
2454,120747595.4
2455,49524302.93
2456,7508468.516
2457,39014126.41
2458,76083.74286
2459,167821558.1
2460,38505525.94
2461,26666048.18
2462,69103735.41
2463,55269308.78
2464,69542928.13
2465,59986306.18
2466,712546.3478
2467,28877345.58
2468,50119679.47
2469,50548714.13
2470,81931902.86
2471,1731708.829
2472,36507229.65
2473,100130369.3
2474,2476929.533
2475,11268.41667
2476,155084.4681
2477,42330982.32
2478,1728056.978
2479,33694158.48
2480,26671.13953
2481,1941169.273
2482,25885984.07
2483,17221848.15
2484,77960823.63
2485,43134732.25
2486,106824956.1
2487,47930007
2488,172997.3409
2489,4430685.791
2490,28954561.7
2491,81119
2492,4810485.886
2493,29263.59524
2494,42602444.78
2495,210079.725
2496,284810.1163
2497,28805949.98
2498,18565.08696
2499,2024650.15
2500,78336575.45
2501,46891.64286
2502,8462546.409
2503,37122400
2504,58599888.66
2505,105110885.2
2506,7762716.407
2508,8052945.667
2509,8822645.816
2510,4298106.425
2511,2611180.949
2512,117914.1707
2513,374710.4432
2514,35248770.56
2515,2591304.364
2516,2257188.909
2517,63310.15909
2518,18483015.86
2519,106301.8571
2520,34482057.55
2521,51102386.17
2522,50926414.98
2523,39113924.68
2524,273236314.4
2525,41554676.37
2526,44172102.67
2527,34740624.66
2528,44387437.22
2529,44380361.51
2530,708454.6092
2531,743369.9885
2532,110325646.6
2533,17884852.08
2534,22582338.13
2535,59359717.53
2536,72217310.07
2537,129026.5556
2538,4480748.913
2539,160129.049
2540,47740238.81
2541,5311029.691
2542,691820.2781
2543,10810221.32
2544,47205069.72
2545,39573367.68
2546,58265.52273
2547,65629085.65
2548,7430347.767
2549,8803712.703
2550,76951.04878
2551,52578.2439
2552,36498768.98
2553,20027261.71
2554,6977216.775
2555,21753.33333
2556,107949.8537
2557,22638170.83
2558,75054100
2559,3525672.122
2560,61857690.68
2561,9123299.5
2562,52304571.07
2563,2911659.098
2564,2479940.936
2565,1922628.122
2566,532438.3846
2567,81734798.89
2570,52684381.56
2571,31173663.09
2572,83254707.17
2573,2147851.577
2574,118088.2885
2575,81969.95
2576,52571584
2577,48300915.5
2578,4059320.63
2579,82431917.76
2580,29739756.85
2581,87748.27778
2582,9266.160714
2583,47689308.84
2584,21094818.29
2585,4663439.519
2586,63110.01786
2587,107394.3036
2588,16399631.33
2589,461102.7826
2590,56409802.56
2591,2179736.109
2592,11131120.88
2593,77919715.82
2594,489660.8462
2595,5969975.552
2597,2842555.049
2598,10101579.42
2599,10383091.63
2600,155362755.4
2601,24049.17391
2602,144849.3404
2603,57700103.65
2604,71677654.67
2605,17025978.92
2606,15914129.3
2607,132060376
2608,129439109.2
2609,17027938.8
2610,100812811.5
2612,186264049.6
2613,8198826.846
2614,60082939.43
2615,7576105.833
2616,17897806.74
2617,39525240.76
2618,20252148.85
2619,151475.3137
2620,756181.4068
2621,7187149.345
2622,25079309.32
2623,18721.16364
2624,127936160.6
2625,78588545.65
2626,40585522.91
2627,65387286.54
2628,8834194.021
2629,18751802.95
2630,24660782.07
2631,9032627.081
2632,9348664.257
2633,42412371.65
2634,28194849.38
2635,21986971.27
2636,12164817
2637,190973.7111
2638,8887263.838
2639,30176839.63
2640,14245672.69
2641,326967.4884
2642,27589570.7
2643,441276.2143
2644,140303.3902
2645,44157.5
2646,21158456.17
2647,1147106.349
2648,10426709.72
2649,66054522.1
2650,8992485.694
2651,4718.097561
2652,21197921.15
2653,4606.55
2654,8996609.139
2655,18967.28571
2656,19290676.45
2657,9921774.324
2658,31196.6
2659,924.9268293
2660,8760195.631
2661,32288.58537
2662,223.3902439
2663,64512777.91
2665,3635.125
2666,22971.33962
2667,278178.878
2668,2667.170732
2669,30600.19512
2670,46649751.23
2671,20061.9
2672,243158.0377
2673,7137
2674,70618.83333
2675,4698.255814
2676,35258788.71
2677,346474.4634
2678,9628.938776
2679,5186887.073
2680,44261.94872
2681,1826026.905
2682,53019741.59
2683,214678247.5
2684,40209439.82
2685,16908.60976
2686,67184604.95
2687,1026706.675
2688,25307303.46
2689,15262872.03
2690,242508937.3
2691,142344399.5
2692,463218.4111
2693,5877502.068
2694,33228599.35
2695,10313789.66
2696,9278494.886
2697,76718396.64
2698,8377535.191
2699,109049893.1
2701,31591709.32
2702,65024894.22
2703,105531967.5
2704,39564210.46
2705,31390984.94
2706,119008745.6
2707,30364971.42
2708,9835771.886
2709,1804201.413
2710,873738.759
2711,2311334.705
2712,28086778.79
2713,9810431.356
2714,45261390.69
2715,126090594
2716,78511502.96
2717,19193377.42
2718,152646836.9
2719,1541482.6
2720,174433.8108
2721,26855.17073
2722,17043842.8
2723,20792.85366
2724,4184.804878
2725,157676093.9
2726,11241367.44
2727,94136591.41
2728,18641803.61
2729,1086106.451
2730,22822150.66
2731,93473.51282
2732,41670647.03
2733,2904289.026
2734,41023.57143
2735,19851.14894
2736,17522.06383
2737,546577.2905
2738,55222667.14
2739,31292035.64
2740,31075.97938
2741,2381850.213
2742,8300630.628
2743,536145.881
2744,10669.58696
2745,24731995.3
2746,5290064.32
2747,79241088.11
2748,13114596
2749,1521100.857
2750,25720.39216
2751,11694500.47
2752,25519549.4
2753,101779.04
2754,61747.04
2755,24601031.13
2756,45478.45833
2757,231769.6818
2758,14936698.55
2759,17095680.56
2760,16679.39024
2761,21167356.88
2762,45081.57778
2763,63104714.3
2764,43512.76596
2765,37284.83333
2766,6896812.98
2767,70501345.87
2768,6216181.837
2769,1849456.17
2770,35515272.86
2771,7661.02
2772,7760.02
2773,20384309.15
2774,31474.04082
2775,16573.23529
2776,24699035.54
2777,26465.7451
2778,563250.7234
2779,84665.0625
2780,18744.125
2781,458841.3256
2782,104760.6222
2783,104820001.8
2784,50456475.19
2785,30895665.98
2786,3410321.071
2787,177070428.7
2788,8389519.047
2789,111482099.9
2790,2910201
2791,64092.54
2792,21441466.39
2793,179132790.4
2794,46145.31915
2795,48781955.9
2796,78463.84091
2797,1713011.364
2798,184492380.9
2799,111073700.9
2800,187020.3
2801,29726.61364
2802,22552008.08
2803,1964703.02
2804,21406224.73
2805,180130.8824
2806,8711608.34
2807,1093005.429
2808,1432396.816
2809,14809942.63
2810,9422217.5
2811,10233401.1
2812,1028148.529
2813,34216073.94
2814,68039125.16
2815,19247467.09
2816,30515.30612
2817,8614169.959
2818,49752089.53
2819,30803582.58
2820,166180.8235
2821,141350.7451
2822,39145083.02
2823,90637328.34
2824,79028301.05
2825,1730433.157
2826,44677855.59
2827,1002889.412
2828,91200.65306
2829,176910.56
2830,232457.4634
2831,77478.45238
2832,2884913.762
2833,45818.5
2834,872518.9756
2835,265312.5714
2836,6763653.952
2837,146301.2143
2838,70379.92857
2839,7983.62
2840,32270.11905
2841,48165.38636
2842,287285.2432
2843,155632.9762
2844,116952145.3
2845,91008523.79
2846,58961158.72
2847,5544.2
2848,123851647.5
2849,51745776.52
2850,60995749.5
2851,18344.69048
2852,43058589.65
2853,19258.52381
2854,78726832.24
2855,1542643.929
2856,6949997.915
2857,530165424.3
2858,18808.64286
2859,29489227.33
2860,161421.6364
2861,25164038.88
2862,95900.12245
2863,1685837.833
2864,370547148.7
2865,1531558.738
2866,82558623.21
2867,1506494.048
2868,18889.40476
2869,70397.11321
2870,15034.7619
2871,8175.148148
2872,184591.0238
2873,50839748.17
2874,37259912.75
2875,459424.2381
2876,656125.46
2877,30006.2381
2878,38126604.84
2879,39442.21277
2880,1778377.909
2881,16087861.82
2882,27432578.28
2883,3620776.774
2884,8109.857143
2885,31170567.66
2886,711.4528302
2887,169113.2364
2888,9134.489362
2889,11057.01852
2890,330433.0426
2891,1873.740741
2892,47995567.38
2893,8025670.451
2894,42893871.93
2895,742285.7679
2896,34741005.33
2897,40456.88679
2898,13234711.59
2899,69536.08621
2900,14461475.83
2901,44860.80702
2902,8258631.44
2903,8278746.271
2904,55613.60976
2905,126793.3208
2906,15160512.03
2908,114869114.9
2909,6185951.81
2910,1532842.625
2911,59352.30435
2912,57930907.04
2913,4859614.556
2914,66692496.38
2915,3190023.918
2916,3513231.064
2917,9552018.063
2918,27813830.68
2920,1624025.111
2921,98941.38298
2922,8422242.623
2923,20588.55814
2924,100499
2925,4985349.043
2926,201895.7872
2927,1872047.978
2928,72215360.79
2929,22930.89583
2930,23850.35185
2934,83259781.97
2935,1305952.957
2936,93104845.02
2937,12508.48936
2938,35795046.74
2939,58907296.64
2940,118090413.1
2941,179841.5
2942,29592854.51
2944,98155.41304
2945,59488577.34
2946,2193248.537
2947,32127044.42
2948,71619173.87
2949,54949302.94
2950,190160081.5
2951,27093054.87
2952,61118084.88
2953,236786422.2
2954,180140765.1
2955,178595944.5
2956,218764601.8
2957,18423641
2958,22596793.36
2959,80969871.41
2960,26232290.32
2961,72244602.47
2962,103968323.1
2963,189812240.5
2964,173455801.9
2965,21237962.18
2966,15198163.2
2967,76288.47059
2968,92118131.4
2969,170035286.7
2970,44054925.84
2971,213074273.2
2972,218509294.6
2973,16721759.79
2974,24150699.22
2975,17592395.26
2976,96702159.39
2977,40396571.58
2978,77209421.93
2979,21158.5
2980,23244839.8
2981,16351912.54
2983,25367384.26
2984,54080381.76
2985,64106.69048
2986,47609255.24
2987,15548203.63
2988,5149.1
2989,22258.12069
2990,4668.683333
2991,71372553.54
