user_id,case_id,type,upload_times
60725,2309,图结构,5
60725,2635,查找算法,3
60725,2634,查找算法,4
60725,2513,查找算法,1
60725,2645,查找算法,2
60725,2643,查找算法,4
60725,2576,查找算法,2
60725,2642,查找算法,5
60725,2630,查找算法,3
60725,2641,查找算法,4
60725,2773,查找算法,2
60725,2639,查找算法,4
60725,2637,查找算法,2
60725,2526,排序算法,2
60725,2504,排序算法,2
60725,2456,排序算法,4
60725,2489,排序算法,2
60725,2488,排序算法,4
60725,2520,排序算法,1
60725,2399,排序算法,4
60725,2387,排序算法,2
60725,2496,排序算法,3
60725,2502,树结构,2
60725,2369,树结构,1
60725,2297,树结构,2
60730,2791,数组,3
60730,2790,数组,7
60730,2603,数组,1
60730,2789,数组,1
60730,2800,数组,1
60730,2822,数组,1
60730,2701,数组,1
60730,2821,数组,1
60730,2820,数组,1
60730,2368,数组,8
60730,2345,数组,2
60730,2365,数组,1
60730,2809,数组,1
60730,2808,数组,1
60730,2829,数组,1
60730,2807,数组,1
60730,2806,数组,7
60730,2828,数组,1
60730,2827,数组,1
60730,2805,数组,5
60730,2804,数组,2
60730,2826,数组,1
60730,2825,数组,2
60730,2847,数组,1
60730,2803,数组,2
60730,2846,数组,3
60730,2802,数组,3
60730,2747,数组,3
60730,2385,数组,2
60730,2340,数组,3
60730,2812,数组,2
60730,2339,数组,1
60730,2811,数组,1
60730,2833,数组,2
60730,2799,数组,2
60730,2810,数组,1
60730,2798,数组,3
60730,2433,数组,1
60730,2795,数组,1
60730,2794,数组,2
60730,2818,数组,1
60730,2839,数组,2
60730,2817,数组,1
60730,2718,数组,1
60730,2816,数组,1
60730,2814,数组,1
60730,2813,数组,2
60730,2290,线性表,2
60730,2210,线性表,3
60730,2231,线性表,2
60730,2472,线性表,3
60730,2593,线性表,2
60730,2546,线性表,3
60730,2689,线性表,2
60730,2688,线性表,1
60730,2687,线性表,3
60730,2686,线性表,1
60730,2685,线性表,1
60730,2684,线性表,1
60730,2208,线性表,3
60730,2441,线性表,5
60730,2683,线性表,2
60730,2287,线性表,4
60730,2440,线性表,3
60730,2682,线性表,4
60730,2681,线性表,1
60730,2680,线性表,1
60730,2481,线性表,4
60730,2480,线性表,2
60730,2281,线性表,1
60730,2679,线性表,2
60730,2479,线性表,1
60730,2677,线性表,2
60730,2478,线性表,1
60730,2676,线性表,6
60730,2477,线性表,6
60730,2675,线性表,1
60730,2176,字符串,5
60730,2944,字符串,2
60730,2964,字符串,2
60730,2941,字符串,8
60730,2951,字符串,5
60730,2962,字符串,6
60730,2940,字符串,16
60730,2950,字符串,1
60730,2960,字符串,5
60730,2908,字符串,3
60730,2939,字符串,1
60730,2938,字符串,2
60730,2949,字符串,2
60730,2937,字符串,1
60730,2959,字符串,18
60730,2935,字符串,2
60730,2912,字符串,1
60730,2251,数字操作,1
60730,2328,数字操作,2
60730,2229,数字操作,1
60730,2327,数字操作,2
60730,2228,数字操作,2
60730,2249,数字操作,4
60730,2325,数字操作,4
60730,2248,数字操作,1
60730,2225,数字操作,1
60730,2247,数字操作,1
60730,2323,数字操作,5
60730,2224,数字操作,1
60730,2246,数字操作,2
60730,2244,数字操作,1
60730,2222,数字操作,1
60730,2166,数字操作,1
60730,2320,数字操作,3
60730,2243,数字操作,1
60730,2242,数字操作,2
60730,2241,数字操作,1
60730,2163,数字操作,2
60730,2162,数字操作,3
60730,2317,数字操作,1
60730,2217,数字操作,1
60730,2238,数字操作,1
60730,2216,数字操作,1
60730,2335,数字操作,4
60730,2214,数字操作,1
60730,2334,数字操作,1
60730,2333,数字操作,1
60730,2376,数字操作,1
60730,2277,数字操作,4
60730,2319,数字操作,5
60730,2221,图结构,1
60730,2254,图结构,2
60730,2265,图结构,3
60730,2232,图结构,3
60730,2165,图结构,6
60730,2264,图结构,1
60730,2175,图结构,11
60730,2337,图结构,5
60730,2303,图结构,3
60730,2213,图结构,1
60730,2234,图结构,4
60730,2233,图结构,1
60730,2309,图结构,4
60730,2692,查找算法,1
60730,2702,查找算法,1
60730,2635,查找算法,2
60730,2634,查找算法,1
60730,2513,查找算法,2
60730,2645,查找算法,1
60730,2644,查找算法,2
60730,2643,查找算法,2
60730,2566,查找算法,2
60730,2576,查找算法,4
60730,2642,查找算法,4
60730,2565,查找算法,4
60730,2630,查找算法,2
60730,2575,查找算法,1
60730,2641,查找算法,1
60730,2773,查找算法,4
60730,2563,查找算法,2
60730,2606,查找算法,3
60730,2639,查找算法,1
60730,2637,查找算法,2
60730,2504,排序算法,1
60730,2526,排序算法,6
60730,2500,排序算法,1
60730,2522,排序算法,2
60730,2489,排序算法,1
60730,2456,排序算法,1
60730,2488,排序算法,1
60730,2520,排序算法,1
60730,2399,排序算法,5
60730,2387,排序算法,1
60730,2496,排序算法,1
60730,2551,树结构,1
60730,2297,树结构,2
60730,2550,树结构,1
60730,2572,树结构,26
60730,2494,树结构,2
60730,2351,树结构,2
60730,2493,树结构,2
60730,2503,树结构,14
60730,2349,树结构,1
60730,2447,树结构,3
60730,2502,树结构,1
60730,2369,树结构,2
60730,2501,树结构,2
60730,2508,树结构,5
60730,2437,树结构,10
60730,2512,树结构,1
60730,2556,树结构,2
60730,2314,树结构,11
60730,2511,树结构,2
60730,2555,树结构,2
60730,2313,树结构,10
60730,2499,树结构,69
60730,2554,树结构,8
60730,2455,树结构,12
60730,2553,树结构,17
60730,2597,树结构,25
60730,2552,树结构,6
60730,2310,树结构,14
60730,2318,树结构,9
60733,2791,数组,1
60733,2790,数组,1
60733,2603,数组,1
60733,2789,数组,1
60733,2800,数组,1
60733,2822,数组,1
60733,2701,数组,1
60733,2821,数组,1
60733,2820,数组,1
60733,2368,数组,1
60733,2345,数组,2
60733,2365,数组,1
60733,2809,数组,1
60733,2808,数组,1
60733,2829,数组,1
60733,2807,数组,1
60733,2806,数组,1
60733,2828,数组,2
60733,2827,数组,1
60733,2805,数组,1
60733,2804,数组,1
60733,2826,数组,1
60733,2825,数组,1
60733,2847,数组,1
60733,2803,数组,2
60733,2846,数组,1
60733,2802,数组,1
60733,2747,数组,1
60733,2385,数组,1
60733,2340,数组,2
60733,2812,数组,1
60733,2339,数组,1
60733,2811,数组,1
60733,2833,数组,1
60733,2799,数组,1
60733,2810,数组,1
60733,2798,数组,1
60733,2433,数组,1
60733,2795,数组,1
60733,2794,数组,1
60733,2818,数组,1
60733,2839,数组,1
60733,2817,数组,1
60733,2718,数组,1
60733,2816,数组,1
60733,2814,数组,1
60733,2813,数组,1
60733,2290,线性表,1
60733,2210,线性表,1
60733,2231,线性表,1
60733,2472,线性表,1
60733,2593,线性表,1
60733,2546,线性表,1
60733,2689,线性表,1
60733,2688,线性表,1
60733,2687,线性表,2
60733,2686,线性表,1
60733,2685,线性表,1
60733,2684,线性表,1
60733,2208,线性表,1
60733,2441,线性表,1
60733,2683,线性表,1
60733,2287,线性表,1
60733,2440,线性表,1
60733,2682,线性表,1
60733,2681,线性表,1
60733,2680,线性表,1
60733,2481,线性表,1
60733,2480,线性表,1
60733,2281,线性表,1
60733,2679,线性表,1
60733,2479,线性表,1
60733,2677,线性表,1
60733,2478,线性表,1
60733,2676,线性表,1
60733,2477,线性表,1
60733,2675,线性表,1
60733,2176,字符串,1
60733,2944,字符串,1
60733,2964,字符串,1
60733,2941,字符串,1
60733,2940,字符串,1
60733,2951,字符串,1
60733,2962,字符串,1
60733,2950,字符串,2
60733,2960,字符串,1
60733,2908,字符串,4
60733,2939,字符串,1
60733,2938,字符串,1
60733,2949,字符串,1
60733,2937,字符串,1
60733,2959,字符串,1
60733,2935,字符串,1
60733,2912,字符串,1
60733,2251,数字操作,1
60733,2328,数字操作,1
60733,2229,数字操作,1
60733,2327,数字操作,1
60733,2228,数字操作,1
60733,2249,数字操作,1
60733,2325,数字操作,1
60733,2248,数字操作,1
60733,2225,数字操作,1
60733,2247,数字操作,1
60733,2323,数字操作,1
60733,2224,数字操作,1
60733,2246,数字操作,1
60733,2244,数字操作,1
60733,2222,数字操作,1
60733,2166,数字操作,1
60733,2243,数字操作,1
60733,2320,数字操作,1
60733,2242,数字操作,1
60733,2241,数字操作,1
60733,2163,数字操作,1
60733,2162,数字操作,1
60733,2317,数字操作,1
60733,2217,数字操作,1
60733,2216,数字操作,1
60733,2238,数字操作,1
60733,2335,数字操作,1
60733,2214,数字操作,1
60733,2334,数字操作,1
60733,2333,数字操作,1
60733,2376,数字操作,1
60733,2277,数字操作,1
60733,2319,数字操作,1
60733,2221,图结构,2
60733,2254,图结构,1
60733,2265,图结构,1
60733,2232,图结构,1
60733,2165,图结构,1
60733,2264,图结构,1
60733,2175,图结构,1
60733,2337,图结构,2
60733,2303,图结构,1
60733,2213,图结构,1
60733,2234,图结构,1
60733,2233,图结构,1
60733,2309,图结构,1
60733,2692,查找算法,1
60733,2702,查找算法,1
60733,2635,查找算法,1
60733,2634,查找算法,1
60733,2513,查找算法,1
60733,2645,查找算法,1
60733,2644,查找算法,1
60733,2643,查找算法,1
60733,2566,查找算法,1
60733,2576,查找算法,1
60733,2642,查找算法,1
60733,2565,查找算法,1
60733,2630,查找算法,1
60733,2575,查找算法,1
60733,2641,查找算法,1
60733,2773,查找算法,1
60733,2563,查找算法,1
60733,2606,查找算法,1
60733,2639,查找算法,1
60733,2637,查找算法,1
60733,2526,排序算法,1
60733,2504,排序算法,1
60733,2522,排序算法,2
60733,2500,排序算法,1
60733,2456,排序算法,1
60733,2489,排序算法,1
60733,2488,排序算法,1
60733,2520,排序算法,1
60733,2399,排序算法,1
60733,2387,排序算法,1
60733,2496,排序算法,1
60733,2551,树结构,1
60733,2572,树结构,1
60733,2297,树结构,1
60733,2550,树结构,1
60733,2351,树结构,1
60733,2494,树结构,1
60733,2493,树结构,1
60733,2349,树结构,1
60733,2503,树结构,1
60733,2447,树结构,1
60733,2502,树结构,1
60733,2369,树结构,1
60733,2501,树结构,1
60733,2508,树结构,1
60733,2437,树结构,2
60733,2556,树结构,1
60733,2314,树结构,1
60733,2512,树结构,1
60733,2313,树结构,1
60733,2511,树结构,2
60733,2555,树结构,1
60733,2455,树结构,1
60733,2499,树结构,1
60733,2554,树结构,1
60733,2597,树结构,1
60733,2553,树结构,1
60733,2310,树结构,2
60733,2552,树结构,1
60733,2318,树结构,1
60738,2791,数组,2
60738,2790,数组,1
60738,2603,数组,3
60738,2789,数组,3
60738,2800,数组,2
60738,2822,数组,2
60738,2701,数组,1
60738,2821,数组,1
60738,2820,数组,1
60738,2368,数组,1
60738,2345,数组,2
60738,2365,数组,3
60738,2809,数组,1
60738,2808,数组,1
60738,2829,数组,2
60738,2807,数组,1
60738,2806,数组,1
60738,2828,数组,1
60738,2827,数组,1
60738,2805,数组,1
60738,2804,数组,2
60738,2826,数组,1
60738,2825,数组,1
60738,2847,数组,1
60738,2803,数组,1
60738,2846,数组,1
60738,2802,数组,1
60738,2747,数组,5
60738,2385,数组,2
60738,2340,数组,4
60738,2812,数组,1
60738,2339,数组,3
60738,2811,数组,1
60738,2833,数组,1
60738,2799,数组,4
60738,2810,数组,3
60738,2798,数组,8
60738,2433,数组,1
60738,2795,数组,1
60738,2794,数组,2
60738,2818,数组,1
60738,2839,数组,1
60738,2817,数组,2
60738,2718,数组,1
60738,2816,数组,1
60738,2814,数组,1
60738,2813,数组,1
60738,2290,线性表,2
60738,2210,线性表,2
60738,2231,线性表,1
60738,2472,线性表,1
60738,2593,线性表,5
60738,2546,线性表,1
60738,2689,线性表,1
60738,2688,线性表,4
60738,2687,线性表,1
60738,2686,线性表,1
60738,2685,线性表,1
60738,2684,线性表,2
60738,2208,线性表,4
60738,2441,线性表,1
60738,2683,线性表,1
60738,2287,线性表,1
60738,2440,线性表,1
60738,2682,线性表,1
60738,2681,线性表,1
60738,2680,线性表,1
60738,2481,线性表,1
60738,2480,线性表,1
60738,2281,线性表,1
60738,2679,线性表,1
60738,2479,线性表,1
60738,2677,线性表,1
60738,2478,线性表,2
60738,2676,线性表,1
60738,2477,线性表,2
60738,2675,线性表,1
60738,2176,字符串,1
60738,2944,字符串,1
60738,2964,字符串,2
60738,2941,字符串,1
60738,2951,字符串,1
60738,2940,字符串,1
60738,2962,字符串,5
60738,2950,字符串,1
60738,2960,字符串,1
60738,2908,字符串,2
60738,2939,字符串,7
60738,2938,字符串,1
60738,2949,字符串,2
60738,2937,字符串,2
60738,2959,字符串,1
60738,2935,字符串,1
60738,2912,字符串,2
60738,2251,数字操作,1
60738,2328,数字操作,2
60738,2229,数字操作,1
60738,2327,数字操作,1
60738,2228,数字操作,1
60738,2249,数字操作,1
60738,2325,数字操作,1
60738,2248,数字操作,1
60738,2225,数字操作,1
60738,2247,数字操作,1
60738,2323,数字操作,1
60738,2224,数字操作,1
60738,2246,数字操作,1
60738,2244,数字操作,1
60738,2222,数字操作,2
60738,2166,数字操作,1
60738,2243,数字操作,1
60738,2320,数字操作,1
60738,2242,数字操作,2
60738,2241,数字操作,1
60738,2163,数字操作,2
60738,2162,数字操作,1
60738,2317,数字操作,2
60738,2217,数字操作,1
60738,2216,数字操作,3
60738,2238,数字操作,1
60738,2335,数字操作,4
60738,2214,数字操作,1
60738,2334,数字操作,1
60738,2333,数字操作,1
60738,2376,数字操作,3
60738,2277,数字操作,1
60738,2319,数字操作,4
60738,2221,图结构,1
60738,2254,图结构,1
60738,2265,图结构,1
60738,2232,图结构,1
60738,2165,图结构,1
60738,2264,图结构,2
60738,2175,图结构,1
60738,2337,图结构,1
60738,2303,图结构,1
60738,2213,图结构,1
60738,2234,图结构,1
60738,2233,图结构,1
60738,2309,图结构,2
60738,2692,查找算法,3
60738,2702,查找算法,3
60738,2635,查找算法,1
60738,2634,查找算法,3
60738,2513,查找算法,1
60738,2645,查找算法,1
60738,2644,查找算法,1
60738,2643,查找算法,1
60738,2566,查找算法,1
60738,2576,查找算法,3
60738,2642,查找算法,4
60738,2565,查找算法,2
60738,2630,查找算法,3
60738,2575,查找算法,1
60738,2641,查找算法,1
60738,2773,查找算法,1
60738,2563,查找算法,2
60738,2606,查找算法,2
60738,2639,查找算法,1
60738,2637,查找算法,1
60738,2526,排序算法,1
60738,2504,排序算法,1
60738,2522,排序算法,1
60738,2500,排序算法,1
60738,2456,排序算法,1
60738,2489,排序算法,2
60738,2488,排序算法,1
60738,2520,排序算法,1
60738,2399,排序算法,3
60738,2387,排序算法,2
60738,2496,排序算法,1
60738,2551,树结构,1
60738,2297,树结构,1
60738,2550,树结构,1
60738,2572,树结构,1
60738,2494,树结构,1
60738,2351,树结构,2
60738,2493,树结构,1
60738,2503,树结构,2
60738,2349,树结构,1
60738,2447,树结构,2
60738,2502,树结构,1
60738,2369,树结构,2
60738,2501,树结构,1
60738,2508,树结构,1
60738,2437,树结构,2
60738,2512,树结构,1
60738,2556,树结构,1
60738,2314,树结构,2
60738,2511,树结构,2
60738,2555,树结构,1
60738,2313,树结构,2
60738,2499,树结构,1
60738,2554,树结构,1
60738,2455,树结构,2
60738,2553,树结构,1
60738,2597,树结构,1
60738,2552,树结构,2
60738,2310,树结构,1
60738,2318,树结构,2
60742,2791,数组,1
60742,2790,数组,1
60742,2603,数组,1
60742,2789,数组,1
60742,2800,数组,1
60742,2822,数组,1
60742,2701,数组,1
60742,2821,数组,1
60742,2820,数组,1
60742,2368,数组,2
60742,2345,数组,1
60742,2365,数组,1
60742,2809,数组,1
60742,2808,数组,1
60742,2829,数组,1
60742,2807,数组,1
60742,2806,数组,1
60742,2828,数组,1
60742,2827,数组,1
60742,2805,数组,1
60742,2804,数组,1
60742,2826,数组,1
60742,2825,数组,1
60742,2847,数组,1
60742,2803,数组,1
60742,2846,数组,1
60742,2802,数组,1
60742,2747,数组,1
60742,2385,数组,1
60742,2340,数组,1
60742,2812,数组,1
60742,2339,数组,1
60742,2811,数组,1
60742,2833,数组,1
60742,2799,数组,1
60742,2810,数组,1
60742,2798,数组,2
60742,2433,数组,1
60742,2795,数组,1
60742,2794,数组,1
60742,2818,数组,1
60742,2839,数组,1
60742,2817,数组,1
60742,2718,数组,1
60742,2816,数组,1
60742,2814,数组,1
60742,2813,数组,1
60742,2290,线性表,1
60742,2210,线性表,1
60742,2231,线性表,1
60742,2472,线性表,1
60742,2593,线性表,1
60742,2546,线性表,1
60742,2689,线性表,1
60742,2688,线性表,1
60742,2687,线性表,1
60742,2686,线性表,1
60742,2685,线性表,1
60742,2684,线性表,1
60742,2208,线性表,1
60742,2441,线性表,1
60742,2287,线性表,2
60742,2683,线性表,1
60742,2440,线性表,1
60742,2682,线性表,1
60742,2681,线性表,2
60742,2680,线性表,1
60742,2481,线性表,1
60742,2480,线性表,1
60742,2281,线性表,1
60742,2679,线性表,1
60742,2479,线性表,7
60742,2677,线性表,1
60742,2478,线性表,1
60742,2676,线性表,1
60742,2675,线性表,1
60742,2477,线性表,1
60742,2176,字符串,1
60742,2944,字符串,1
60742,2964,字符串,1
60742,2941,字符串,1
60742,2951,字符串,1
60742,2962,字符串,1
60742,2940,字符串,1
60742,2950,字符串,1
60742,2960,字符串,1
60742,2908,字符串,1
60742,2939,字符串,1
60742,2938,字符串,1
60742,2949,字符串,1
60742,2937,字符串,1
60742,2959,字符串,1
60742,2935,字符串,1
60742,2912,字符串,1
60742,2251,数字操作,1
60742,2328,数字操作,1
60742,2229,数字操作,1
60742,2327,数字操作,1
60742,2228,数字操作,2
60742,2249,数字操作,1
60742,2325,数字操作,1
60742,2248,数字操作,1
60742,2247,数字操作,1
60742,2225,数字操作,1
60742,2323,数字操作,1
60742,2246,数字操作,1
60742,2224,数字操作,1
60742,2244,数字操作,1
60742,2222,数字操作,1
60742,2166,数字操作,1
60742,2243,数字操作,1
60742,2320,数字操作,1
60742,2242,数字操作,1
60742,2241,数字操作,1
60742,2163,数字操作,1
60742,2162,数字操作,1
60742,2317,数字操作,1
60742,2217,数字操作,1
60742,2238,数字操作,1
60742,2216,数字操作,1
60742,2214,数字操作,1
60742,2335,数字操作,1
60742,2334,数字操作,1
60742,2333,数字操作,1
60742,2376,数字操作,1
60742,2277,数字操作,1
60742,2319,数字操作,1
60742,2221,图结构,9
60742,2254,图结构,2
60742,2232,图结构,1
60742,2265,图结构,1
60742,2165,图结构,1
60742,2264,图结构,1
60742,2175,图结构,1
60742,2337,图结构,1
60742,2303,图结构,1
60742,2213,图结构,1
60742,2234,图结构,1
60742,2233,图结构,1
60742,2309,图结构,1
60742,2692,查找算法,2
60742,2702,查找算法,1
60742,2635,查找算法,1
60742,2634,查找算法,1
60742,2513,查找算法,1
60742,2645,查找算法,1
60742,2644,查找算法,1
60742,2643,查找算法,1
60742,2566,查找算法,1
60742,2565,查找算法,1
60742,2576,查找算法,1
60742,2642,查找算法,1
60742,2641,查找算法,1
60742,2575,查找算法,1
60742,2773,查找算法,2
60742,2630,查找算法,1
60742,2563,查找算法,1
60742,2606,查找算法,2
60742,2639,查找算法,1
60742,2637,查找算法,1
60742,2526,排序算法,1
60742,2504,排序算法,1
60742,2522,排序算法,1
60742,2500,排序算法,1
60742,2456,排序算法,1
60742,2489,排序算法,1
60742,2488,排序算法,1
60742,2520,排序算法,1
60742,2399,排序算法,1
60742,2387,排序算法,1
60742,2496,排序算法,1
60742,2551,树结构,1
60742,2297,树结构,1
60742,2550,树结构,1
60742,2572,树结构,1
60742,2494,树结构,1
60742,2351,树结构,1
60742,2493,树结构,1
60742,2503,树结构,1
60742,2349,树结构,1
60742,2447,树结构,1
60742,2502,树结构,1
60742,2369,树结构,1
60742,2501,树结构,1
60742,2508,树结构,1
60742,2437,树结构,1
60742,2512,树结构,1
60742,2556,树结构,1
60742,2314,树结构,1
60742,2555,树结构,1
60742,2313,树结构,3
60742,2511,树结构,1
60742,2499,树结构,1
60742,2554,树结构,1
60742,2455,树结构,1
60742,2597,树结构,1
60742,2553,树结构,1
60742,2552,树结构,1
60742,2310,树结构,1
60742,2318,树结构,2
60753,2791,数组,2
60753,2790,数组,4
60753,2603,数组,1
60753,2800,数组,1
60753,2822,数组,1
60753,2701,数组,2
60753,2789,数组,1
60753,2821,数组,1
60753,2820,数组,1
60753,2368,数组,6
60753,2345,数组,1
60753,2365,数组,2
60753,2809,数组,1
60753,2808,数组,1
60753,2829,数组,1
60753,2807,数组,1
60753,2806,数组,1
60753,2828,数组,1
60753,2827,数组,1
60753,2805,数组,4
60753,2804,数组,1
60753,2826,数组,8
60753,2825,数组,1
60753,2847,数组,1
60753,2803,数组,3
60753,2846,数组,2
60753,2802,数组,1
60753,2747,数组,1
60753,2385,数组,1
60753,2340,数组,3
60753,2812,数组,1
60753,2339,数组,1
60753,2811,数组,1
60753,2833,数组,1
60753,2810,数组,1
60753,2799,数组,3
60753,2798,数组,11
60753,2433,数组,2
60753,2795,数组,3
60753,2794,数组,1
60753,2818,数组,2
60753,2839,数组,1
60753,2817,数组,1
60753,2718,数组,4
60753,2816,数组,1
60753,2814,数组,5
60753,2813,数组,1
60753,2290,线性表,1
60753,2210,线性表,2
60753,2231,线性表,2
60753,2472,线性表,1
60753,2593,线性表,3
60753,2546,线性表,1
60753,2689,线性表,1
60753,2688,线性表,2
60753,2687,线性表,1
60753,2686,线性表,2
60753,2685,线性表,1
60753,2684,线性表,2
60753,2208,线性表,1
60753,2441,线性表,1
60753,2683,线性表,3
60753,2287,线性表,1
60753,2440,线性表,1
60753,2682,线性表,2
60753,2681,线性表,2
60753,2680,线性表,1
60753,2481,线性表,1
60753,2480,线性表,1
60753,2281,线性表,1
60753,2679,线性表,1
60753,2479,线性表,2
60753,2677,线性表,1
60753,2478,线性表,1
60753,2676,线性表,3
60753,2675,线性表,1
60753,2477,线性表,2
60753,2176,字符串,2
60753,2944,字符串,2
60753,2964,字符串,2
60753,2941,字符串,4
60753,2951,字符串,1
60753,2940,字符串,1
60753,2962,字符串,4
60753,2950,字符串,1
60753,2960,字符串,1
60753,2908,字符串,11
60753,2939,字符串,3
60753,2938,字符串,1
60753,2949,字符串,3
60753,2937,字符串,1
60753,2959,字符串,1
60753,2935,字符串,1
60753,2912,字符串,1
60753,2251,数字操作,2
60753,2328,数字操作,1
60753,2229,数字操作,1
60753,2327,数字操作,1
60753,2228,数字操作,4
60753,2249,数字操作,1
60753,2325,数字操作,2
60753,2248,数字操作,2
60753,2225,数字操作,2
60753,2247,数字操作,1
60753,2323,数字操作,1
60753,2224,数字操作,1
60753,2246,数字操作,1
60753,2244,数字操作,2
60753,2222,数字操作,1
60753,2320,数字操作,1
60753,2243,数字操作,1
60753,2166,数字操作,1
60753,2242,数字操作,1
60753,2241,数字操作,1
60753,2163,数字操作,1
60753,2162,数字操作,3
60753,2317,数字操作,3
60753,2217,数字操作,1
60753,2216,数字操作,2
60753,2238,数字操作,1
60753,2335,数字操作,2
60753,2214,数字操作,1
60753,2334,数字操作,1
60753,2333,数字操作,2
60753,2376,数字操作,3
60753,2277,数字操作,4
60753,2319,数字操作,3
60753,2337,图结构,5
60753,2303,图结构,1
60753,2233,图结构,3
60753,2221,图结构,3
60753,2254,图结构,1
60753,2165,图结构,1
60753,2309,图结构,1
60753,2692,查找算法,1
60753,2702,查找算法,2
60753,2635,查找算法,1
60753,2634,查找算法,1
60753,2513,查找算法,1
60753,2645,查找算法,1
60753,2644,查找算法,1
60753,2643,查找算法,6
60753,2566,查找算法,2
60753,2576,查找算法,4
60753,2565,查找算法,5
60753,2642,查找算法,2
60753,2641,查找算法,1
60753,2630,查找算法,2
60753,2575,查找算法,1
60753,2773,查找算法,1
60753,2563,查找算法,2
60753,2606,查找算法,1
60753,2639,查找算法,1
60753,2637,查找算法,1
60753,2526,排序算法,1
60753,2504,排序算法,1
60753,2522,排序算法,1
60753,2500,排序算法,2
60753,2456,排序算法,1
60753,2489,排序算法,1
60753,2488,排序算法,1
60753,2520,排序算法,1
60753,2399,排序算法,2
60753,2387,排序算法,2
60753,2496,排序算法,1
60753,2551,树结构,1
60753,2297,树结构,1
60753,2550,树结构,1
60753,2572,树结构,2
60753,2494,树结构,1
60753,2493,树结构,1
60753,2503,树结构,1
60753,2447,树结构,1
60753,2502,树结构,1
60753,2369,树结构,1
60753,2501,树结构,1
60753,2508,树结构,3
60753,2437,树结构,2
60753,2512,树结构,1
60753,2556,树结构,2
60753,2314,树结构,1
60753,2511,树结构,1
60753,2555,树结构,1
60753,2313,树结构,2
60753,2499,树结构,2
60753,2554,树结构,4
60753,2455,树结构,1
60753,2553,树结构,1
60753,2597,树结构,1
60753,2552,树结构,1
60753,2310,树结构,4
60753,2318,树结构,4
60756,2791,数组,1
60756,2790,数组,1
60756,2603,数组,1
60756,2789,数组,1
60756,2800,数组,1
60756,2822,数组,1
60756,2701,数组,1
60756,2821,数组,1
60756,2820,数组,1
60756,2368,数组,1
60756,2345,数组,1
60756,2365,数组,1
60756,2809,数组,1
60756,2808,数组,1
60756,2829,数组,1
60756,2807,数组,1
60756,2806,数组,1
60756,2828,数组,1
60756,2827,数组,1
60756,2805,数组,1
60756,2804,数组,1
60756,2826,数组,1
60756,2825,数组,1
60756,2847,数组,1
60756,2803,数组,1
60756,2846,数组,1
60756,2802,数组,1
60756,2747,数组,1
60756,2385,数组,1
60756,2340,数组,1
60756,2812,数组,2
60756,2339,数组,1
60756,2811,数组,2
60756,2833,数组,1
60756,2799,数组,1
60756,2810,数组,1
60756,2798,数组,1
60756,2433,数组,1
60756,2795,数组,1
60756,2794,数组,1
60756,2818,数组,1
60756,2839,数组,1
60756,2817,数组,1
60756,2718,数组,2
60756,2816,数组,1
60756,2814,数组,1
60756,2813,数组,1
60756,2290,线性表,1
60756,2210,线性表,1
60756,2231,线性表,1
60756,2472,线性表,1
60756,2593,线性表,1
60756,2546,线性表,1
60756,2689,线性表,1
60756,2688,线性表,1
60756,2687,线性表,1
60756,2686,线性表,1
60756,2685,线性表,1
60756,2684,线性表,1
60756,2208,线性表,1
60756,2441,线性表,1
60756,2683,线性表,1
60756,2287,线性表,1
60756,2440,线性表,1
60756,2682,线性表,1
60756,2681,线性表,1
60756,2680,线性表,1
60756,2481,线性表,1
60756,2480,线性表,1
60756,2281,线性表,1
60756,2679,线性表,1
60756,2479,线性表,1
60756,2677,线性表,1
60756,2478,线性表,1
60756,2676,线性表,1
60756,2477,线性表,1
60756,2675,线性表,1
60756,2176,字符串,2
60756,2944,字符串,1
60756,2964,字符串,1
60756,2941,字符串,1
60756,2951,字符串,5
60756,2962,字符串,1
60756,2940,字符串,1
60756,2950,字符串,1
60756,2960,字符串,1
60756,2908,字符串,1
60756,2939,字符串,1
60756,2938,字符串,1
60756,2949,字符串,1
60756,2937,字符串,1
60756,2959,字符串,1
60756,2935,字符串,1
60756,2912,字符串,1
60756,2251,数字操作,1
60756,2328,数字操作,1
60756,2229,数字操作,1
60756,2327,数字操作,1
60756,2228,数字操作,1
60756,2249,数字操作,1
60756,2325,数字操作,1
60756,2248,数字操作,1
60756,2225,数字操作,1
60756,2247,数字操作,1
60756,2323,数字操作,1
60756,2224,数字操作,1
60756,2246,数字操作,1
60756,2244,数字操作,1
60756,2222,数字操作,1
60756,2166,数字操作,2
60756,2243,数字操作,1
60756,2320,数字操作,1
60756,2242,数字操作,1
60756,2241,数字操作,1
60756,2163,数字操作,1
60756,2162,数字操作,1
60756,2317,数字操作,1
60756,2217,数字操作,1
60756,2216,数字操作,1
60756,2238,数字操作,1
60756,2335,数字操作,1
60756,2214,数字操作,1
60756,2334,数字操作,1
60756,2333,数字操作,1
60756,2376,数字操作,2
60756,2277,数字操作,1
60756,2319,数字操作,1
60756,2221,图结构,1
60756,2254,图结构,1
60756,2265,图结构,2
60756,2232,图结构,1
60756,2165,图结构,1
60756,2264,图结构,9
60756,2175,图结构,1
60756,2337,图结构,3
60756,2303,图结构,1
60756,2213,图结构,1
60756,2234,图结构,1
60756,2233,图结构,2
60756,2309,图结构,1
